Itemname,Effectnum,Unixtime,Value
Connoisseur's Cap,90,1460173297,79.91550000000001
Connoisseur's Cap,70,1557338996,79.91550000000001
Connoisseur's Cap,73,1723792420,1038.9015000000002
Connoisseur's Cap,57,1711794100,30.367890000000003
Connoisseur's Cap,68,1443323574,51.145920000000004
Connoisseur's Cap,89,1644839644,111.88170000000001
Connoisseur's Cap,47,1682976761,728.8293600000001
Connoisseur's Cap,87,1702062593,239.74650000000003
Connoisseur's Cap,72,1476730226,79.91550000000001
Connoisseur's Cap,77,1598654543,231.75495
Connoisseur's Cap,69,1703873796,199.78875000000002
Connoisseur's Cap,82,1637510779,207.7803
Connoisseur's Cap,65,1713188303,46.35099
Connoisseur's Cap,46,1449397691,239.74650000000003
Connoisseur's Cap,81,1679139185,1678.2255000000002
Connoisseur's Cap,88,1734986159,92.70198
Connoisseur's Cap,83,1600584271,103.89015
Furious Fukaamigasa,10,1674678117,105.48846
Furious Fukaamigasa,11,1703837615,28.76958
Furious Fukaamigasa,12,1498948672,15.9831
Furious Fukaamigasa,13,1670096271,310.07214000000005
Furious Fukaamigasa,14,1728712410,391.58595
Furious Fukaamigasa,15,1567240012,23.97465
Furious Fukaamigasa,16,1590160124,49.547610000000006
Furious Fukaamigasa,17,1714168228,207.7803
Furious Fukaamigasa,18,1673901670,33.564510000000006
Furious Fukaamigasa,19,1736017888,51.145920000000004
Furious Fukaamigasa,29,1645863604,33.564510000000006
Furious Fukaamigasa,30,1625847115,23.97465
Furious Fukaamigasa,31,1596517512,11.188170000000001
Furious Fukaamigasa,32,1574627350,11.188170000000001
Furious Fukaamigasa,33,1670096251,30.367890000000003
Furious Fukaamigasa,34,1702054480,17.58141
Furious Fukaamigasa,35,1735875465,28.76958
Furious Fukaamigasa,36,1660464292,20.77803
Furious Fukaamigasa,37,1498966259,71.92395
Furious Fukaamigasa,38,1707251443,415.5606
Furious Fukaamigasa,39,1547492504,57.53916
Furious Fukaamigasa,40,1600674007,52.74423
Furious Fukaamigasa,43,1671664286,958.9860000000001
Furious Fukaamigasa,44,1720085167,719.2395
Furious Fukaamigasa,45,1577126237,179.01072000000002
Furious Fukaamigasa,56,1722873953,35.16282
Furious Fukaamigasa,58,1533706737,25.572960000000002
Furious Fukaamigasa,6,1683965091,19.179720000000003
Furious Fukaamigasa,60,1641064377,15.183945000000001
Furious Fukaamigasa,61,1685330957,28.76958
Furious Fukaamigasa,66,1650726986,57.53916
Furious Fukaamigasa,69,1592723511,78.31719000000001
Furious Fukaamigasa,7,1588251215,15.9831
Furious Fukaamigasa,72,1667115842,273.31101
Furious Fukaamigasa,74,1633495709,879.0705
Furious Fukaamigasa,76,1460315455,246.13974000000002
Furious Fukaamigasa,78,1402267829,132.65973
Furious Fukaamigasa,8,1723582144,79.91550000000001
Furious Fukaamigasa,9,1703162697,102.29184000000001
Furious Fukaamigasa,62,1588251188,23.97465
Furious Fukaamigasa,59,1712079790,19.179720000000003
Furious Fukaamigasa,75,1706349690,1241.88687
Furious Fukaamigasa,73,1641958197,703.2564000000001
Furious Fukaamigasa,57,1685106083,19.179720000000003
Furious Fukaamigasa,89,1469022783,103.89015
Furious Fukaamigasa,70,1582297119,116.67663
Furious Fukaamigasa,90,1714923757,223.76340000000002
Furious Fukaamigasa,67,1570103648,17.58141
Furious Fukaamigasa,88,1695314014,70.32564
Furious Fukaamigasa,87,1707221054,351.62820000000005
Furious Fukaamigasa,82,1700080741,463.5099
Furious Fukaamigasa,107,1498189172,28.76958
Furious Fukaamigasa,65,1714292633,46.35099
Furious Fukaamigasa,110,1557926978,28.76958
Furious Fukaamigasa,80,1677710524,1198.7325
Furious Fukaamigasa,85,1619110344,79.91550000000001
Furious Fukaamigasa,63,1652424198,159.83100000000002
Furious Fukaamigasa,47,1711035494,1438.479
Charmer's Chapeau,10,1711882469,238.14819000000003
Charmer's Chapeau,11,1594585729,68.72733000000001
Charmer's Chapeau,12,1728273373,25.572960000000002
Charmer's Chapeau,13,1717320874,399.57750000000004
Charmer's Chapeau,14,1622995752,335.6451
Charmer's Chapeau,15,1727243257,83.11212
Charmer's Chapeau,16,1609540135,115.07832
Charmer's Chapeau,17,1652710800,239.74650000000003
Charmer's Chapeau,18,1632131802,62.33409
Charmer's Chapeau,19,1570121091,110.28339000000001
Charmer's Chapeau,29,1726528310,54.34254000000001
Charmer's Chapeau,30,1636059380,57.53916
Charmer's Chapeau,31,1471291015,22.376340000000003
Charmer's Chapeau,32,1523009009,27.171270000000003
Charmer's Chapeau,33,1712178769,55.940850000000005
Charmer's Chapeau,34,1585948756,36.76113
Charmer's Chapeau,35,1573857028,28.76958
Charmer's Chapeau,36,1679835722,36.76113
Charmer's Chapeau,37,1670103268,135.85635000000002
Charmer's Chapeau,38,1627599861,473.09976000000006
Charmer's Chapeau,39,1720016890,247.73805000000002
Charmer's Chapeau,40,1586553285,86.30874
Charmer's Chapeau,43,1653079052,1598.3100000000002
Charmer's Chapeau,44,1727983942,719.2395
Charmer's Chapeau,47,1677857177,1358.5635000000002
Charmer's Chapeau,56,1498082462,36.76113
Charmer's Chapeau,57,1723581754,52.74423
Charmer's Chapeau,58,1726110177,124.66818
Charmer's Chapeau,6,1690013913,54.34254000000001
Charmer's Chapeau,60,1704380471,33.564510000000006
Charmer's Chapeau,61,1697272294,70.32564
Charmer's Chapeau,62,1730796751,102.29184000000001
Charmer's Chapeau,63,1399850574,174.21579000000003
Charmer's Chapeau,64,1712693032,351.62820000000005
Charmer's Chapeau,65,1381811044,66.48
Charmer's Chapeau,66,1674058902,57.53916
Charmer's Chapeau,69,1725669472,639.3240000000001
Charmer's Chapeau,7,1610306737,49.547610000000006
Charmer's Chapeau,71,1715636146,799.1550000000001
Charmer's Chapeau,74,1532273711,479.49300000000005
Charmer's Chapeau,75,1678765587,1438.479
Charmer's Chapeau,8,1712232301,100.69353000000001
Charmer's Chapeau,9,1594593596,140.65128
Charmer's Chapeau,59,1632604074,44.752680000000005
Charmer's Chapeau,77,1552184479,559.4085
Charmer's Chapeau,84,1712686207,775.1803500000001
Charmer's Chapeau,87,1675654821,615.3493500000001
Charmer's Chapeau,76,1522015316,839.1127500000001
Charmer's Chapeau,88,1666016022,110.28339000000001
Charmer's Chapeau,78,1722977171,4235.521500000001
Charmer's Chapeau,85,1462746503,159.83100000000002
Charmer's Chapeau,79,1527160698,639.3240000000001
Charmer's Chapeau,89,1557750627,171.01917
Charmer's Chapeau,107,1643321318,479.49300000000005
Charmer's Chapeau,90,1665534004,311.67045
Charmer's Chapeau,70,1652475160,767.1888
Charmer's Chapeau,46,1604998119,591.3747000000001
Charmer's Chapeau,83,1432402606,95.8986
Ol' Geezer,10,1711939227,100.69353000000001
Ol' Geezer,11,1533845970,27.171270000000003
Ol' Geezer,12,1714172534,28.76958
Ol' Geezer,13,1607852678,60.735780000000005
Ol' Geezer,14,1529163321,57.53916
Ol' Geezer,15,1678734037,41.55606
Ol' Geezer,16,1676194877,35.16282
Ol' Geezer,17,1726776257,137.45466000000002
Ol' Geezer,18,1691307069,19.179720000000003
Ol' Geezer,19,1566164231,35.16282
Ol' Geezer,29,1600899562,17.58141
Ol' Geezer,30,1509915817,20.77803
Ol' Geezer,31,1672479534,28.76958
Ol' Geezer,32,1703879686,15.9831
Ol' Geezer,33,1711824552,27.171270000000003
Ol' Geezer,34,1573840750,12.786480000000001
Ol' Geezer,35,1634974810,22.376340000000003
Ol' Geezer,36,1594582356,12.786480000000001
Ol' Geezer,38,1695407821,479.49300000000005
Ol' Geezer,39,1692703598,79.91550000000001
Ol' Geezer,40,1530978140,39.957750000000004
Ol' Geezer,45,1724170158,911.0367000000001
Ol' Geezer,47,1458495780,71.92395
Ol' Geezer,43,1384953953,59.04
Ol' Geezer,56,1632672931,22.376340000000003
Ol' Geezer,57,1661585809,25.572960000000002
Ol' Geezer,59,1711869054,19.179720000000003
Ol' Geezer,6,1702903793,17.58141
Ol' Geezer,60,1594581196,11.987325
Ol' Geezer,61,1716779517,28.76958
Ol' Geezer,62,1572551142,19.179720000000003
Ol' Geezer,66,1609982492,23.97465
Ol' Geezer,68,1507928434,25.572960000000002
Ol' Geezer,69,1608581000,76.71888000000001
Ol' Geezer,7,1595071412,17.58141
Ol' Geezer,72,1695124755,263.72115
Ol' Geezer,74,1712423686,1678.2255000000002
Ol' Geezer,8,1499172865,31.9662
Ol' Geezer,9,1681092116,143.8479
Ol' Geezer,58,1609260098,19.179720000000003
Ol' Geezer,63,1714483289,175.81410000000002
Ol' Geezer,65,1442383619,35.16282
Ol' Geezer,67,1432400047,31.9662
Ol' Geezer,85,1561399029,63.9324
Ol' Geezer,84,1646669749,255.7296
Ol' Geezer,88,1533851405,31.9662
Ol' Geezer,87,1711108493,239.74650000000003
Ol' Geezer,79,1712423272,1518.3945
Ol' Geezer,82,1573936498,143.8479
Ol' Geezer,76,1583033348,159.83100000000002
Ol' Geezer,90,1502475289,41.55606
Ol' Geezer,37,1506821833,62.33409
Ol' Geezer,89,1733755032,271.71270000000004
Ol' Geezer,70,1722165761,279.70425
Desert Marauder,10,1701878175,159.83100000000002
Desert Marauder,11,1717278909,33.564510000000006
Desert Marauder,12,1713927319,23.97465
Desert Marauder,13,1678368589,319.66200000000003
Desert Marauder,14,1723190177,335.6451
Desert Marauder,15,1695404186,92.70198
Desert Marauder,16,1598570355,78.31719000000001
Desert Marauder,17,1691527721,182.20734000000002
Desert Marauder,18,1662411476,38.359440000000006
Desert Marauder,19,1715672448,62.33409
Desert Marauder,29,1586625074,17.58141
Desert Marauder,30,1712236312,43.15437
Desert Marauder,31,1581758243,12.786480000000001
Desert Marauder,32,1649164848,20.77803
Desert Marauder,33,1593260728,23.97465
Desert Marauder,34,1589652007,13.585635000000002
Desert Marauder,36,1594510584,15.9831
Desert Marauder,35,1713960781,36.76113
Desert Marauder,37,1563648765,79.91550000000001
Desert Marauder,38,1715206739,879.0705
Desert Marauder,39,1679354498,175.81410000000002
Desert Marauder,40,1724256726,543.4254000000001
Desert Marauder,44,1684547390,743.21415
Desert Marauder,45,1559731596,183.80565
Desert Marauder,47,1566236930,171.01917
Desert Marauder,56,1711874704,27.171270000000003
Desert Marauder,57,1589926779,17.58141
Desert Marauder,58,1728177224,47.9493
Desert Marauder,59,1638778029,22.376340000000003
Desert Marauder,6,1593654814,15.9831
Desert Marauder,60,1594621230,15.9831
Desert Marauder,61,1717320372,55.940850000000005
Desert Marauder,62,1709568119,51.145920000000004
Desert Marauder,63,1405373427,108.68508000000001
Desert Marauder,65,1631425744,39.957750000000004
Desert Marauder,67,1685779841,71.92395
Desert Marauder,68,1427489644,91.10367000000001
Desert Marauder,69,1614047753,228.55833
Desert Marauder,7,1633656862,31.9662
Desert Marauder,70,1728121400,607.3578
Desert Marauder,71,1668863541,431.54370000000006
Desert Marauder,73,1733075172,1997.8875
Desert Marauder,8,1676716891,63.9324
Desert Marauder,9,1723289291,190.19889
Desert Marauder,80,1565996991,319.66200000000003
Desert Marauder,66,1604270943,30.367890000000003
Desert Marauder,72,1503730470,188.60058
Desert Marauder,88,1726110022,119.87325000000001
Desert Marauder,89,1721217566,279.70425
Desert Marauder,87,1690563139,423.55215000000004
Desert Marauder,76,1689911482,1678.2255000000002
Desert Marauder,90,1726260566,319.66200000000003
Desert Marauder,107,1642410728,399.57750000000004
Desert Marauder,79,1737588935,2916.91575
Desert Marauder,77,1715777551,1262.6649
Desert Marauder,43,1538242342,244.54143000000002
Desert Marauder,46,1406302923,303.6789
Desert Marauder,81,1573853378,455.51835000000005
Sultan's Ceremonial,10,1679336519,78.31719000000001
Sultan's Ceremonial,11,1577055164,17.58141
Sultan's Ceremonial,12,1677860803,15.9831
Sultan's Ceremonial,13,1660672323,199.78875000000002
Sultan's Ceremonial,14,1637518531,139.05297000000002
Sultan's Ceremonial,15,1496731436,20.77803
Sultan's Ceremonial,16,1590313405,27.171270000000003
Sultan's Ceremonial,17,1577040945,52.74423
Sultan's Ceremonial,18,1599210933,27.171270000000003
Sultan's Ceremonial,19,1620280236,23.97465
Sultan's Ceremonial,29,1517557920,14.38479
Sultan's Ceremonial,30,1594427304,12.786480000000001
Sultan's Ceremonial,31,1668242175,15.183945000000001
Sultan's Ceremonial,32,1593279349,11.987325
Sultan's Ceremonial,33,1694009962,19.179720000000003
Sultan's Ceremonial,34,1627920131,17.58141
Sultan's Ceremonial,35,1722272191,27.171270000000003
Sultan's Ceremonial,36,1599552332,17.58141
Sultan's Ceremonial,37,1343851628,79.2
Sultan's Ceremonial,38,1620836240,158.23269000000002
Sultan's Ceremonial,39,1553340139,27.171270000000003
Sultan's Ceremonial,40,1649923417,44.752680000000005
Sultan's Ceremonial,43,1427753751,60.735780000000005
Sultan's Ceremonial,44,1723924865,551.41695
Sultan's Ceremonial,47,1717272678,487.48455
Sultan's Ceremonial,57,1727930934,19.179720000000003
Sultan's Ceremonial,58,1601034055,14.38479
Sultan's Ceremonial,59,1540807024,14.38479
Sultan's Ceremonial,6,1593236239,13.585635000000002
Sultan's Ceremonial,60,1712078149,22.376340000000003
Sultan's Ceremonial,62,1587533897,12.786480000000001
Sultan's Ceremonial,63,1619509038,67.12902000000001
Sultan's Ceremonial,65,1380893446,54.41
Sultan's Ceremonial,66,1661393600,38.359440000000006
Sultan's Ceremonial,7,1593291860,15.9831
Sultan's Ceremonial,78,1392615974,102.29184000000001
Sultan's Ceremonial,8,1588130024,22.376340000000003
Sultan's Ceremonial,9,1637518491,73.52226
Sultan's Ceremonial,56,1722979212,20.77803
Sultan's Ceremonial,61,1536746646,17.58141
Sultan's Ceremonial,73,1724371265,1518.3945
Sultan's Ceremonial,71,1440342292,55.940850000000005
Sultan's Ceremonial,72,1733589193,191.7972
Sultan's Ceremonial,90,1534209907,57.53916
Sultan's Ceremonial,84,1429849815,36.76113
Sultan's Ceremonial,79,1431577583,44.752680000000005
Sultan's Ceremonial,87,1719249389,175.81410000000002
Sultan's Ceremonial,69,1686826037,159.83100000000002
Sultan's Ceremonial,89,1499295699,81.51381
Sultan's Ceremonial,88,1641389234,57.53916
Sultan's Ceremonial,77,1710888367,943.0029000000001
Sultan's Ceremonial,107,1640911459,63.9324
Sultan's Ceremonial,110,1489813435,25.572960000000002
Sultan's Ceremonial,45,1578062003,127.8648
Sultan's Ceremonial,82,1595567207,100.69353000000001
Sultan's Ceremonial,68,1684921923,36.76113
Sultan's Ceremonial,67,1619283108,19.179720000000003
Sultan's Ceremonial,46,1604785329,209.37861
Sultan's Ceremonial,83,1611681058,100.69353000000001
Jumper's Jeepcap,10,1639989123,103.89015
Jumper's Jeepcap,11,1703850020,52.74423
Jumper's Jeepcap,12,1577122014,12.786480000000001
Jumper's Jeepcap,13,1696953432,231.75495
Jumper's Jeepcap,14,1609978803,127.8648
Jumper's Jeepcap,15,1659855017,41.55606
Jumper's Jeepcap,16,1626102539,30.367890000000003
Jumper's Jeepcap,17,1693315099,147.04452
Jumper's Jeepcap,18,1594511004,20.77803
Jumper's Jeepcap,19,1625915150,38.359440000000006
Jumper's Jeepcap,29,1661835297,31.9662
Jumper's Jeepcap,30,1707858102,28.76958
Jumper's Jeepcap,31,1710706739,19.179720000000003
Jumper's Jeepcap,32,1593816047,19.179720000000003
Jumper's Jeepcap,33,1586370839,14.38479
Jumper's Jeepcap,34,1724887765,25.572960000000002
Jumper's Jeepcap,35,1577658291,14.38479
Jumper's Jeepcap,36,1566106452,14.38479
Jumper's Jeepcap,38,1720035276,559.4085
Jumper's Jeepcap,39,1730639859,199.78875000000002
Jumper's Jeepcap,40,1654622458,79.91550000000001
Jumper's Jeepcap,44,1697499439,639.3240000000001
Jumper's Jeepcap,45,1725161156,879.0705
Jumper's Jeepcap,47,1646485998,591.3747000000001
Jumper's Jeepcap,56,1566134506,22.376340000000003
Jumper's Jeepcap,57,1589326392,15.9831
Jumper's Jeepcap,6,1631955509,20.77803
Jumper's Jeepcap,61,1732137013,43.15437
Jumper's Jeepcap,62,1710082091,47.9493
Jumper's Jeepcap,63,1630281072,99.09522000000001
Jumper's Jeepcap,67,1718233174,135.85635000000002
Jumper's Jeepcap,7,1672889293,30.367890000000003
Jumper's Jeepcap,70,1603053530,127.8648
Jumper's Jeepcap,71,1660466448,351.62820000000005
Jumper's Jeepcap,72,1690558866,319.66200000000003
Jumper's Jeepcap,8,1589654996,41.55606
Jumper's Jeepcap,9,1724887778,167.82255
Jumper's Jeepcap,75,1625381138,799.1550000000001
Jumper's Jeepcap,78,1605712070,367.6113
Jumper's Jeepcap,65,1652313498,57.53916
Jumper's Jeepcap,60,1708465196,20.77803
Jumper's Jeepcap,74,1670092313,1917.9720000000002
Jumper's Jeepcap,64,1563744562,71.92395
Jumper's Jeepcap,58,1692371973,31.9662
Jumper's Jeepcap,86,1465308232,41.55606
Jumper's Jeepcap,59,1631955349,20.77803
Jumper's Jeepcap,68,1590066070,22.376340000000003
Jumper's Jeepcap,87,1656199165,143.8479
Jumper's Jeepcap,69,1708614306,399.57750000000004
Jumper's Jeepcap,76,1474734028,102.29184000000001
Jumper's Jeepcap,90,1708463514,247.73805000000002
Jumper's Jeepcap,89,1639867382,126.26649
Jumper's Jeepcap,66,1637611116,17.58141
Jumper's Jeepcap,85,1553627508,116.67663
Jumper's Jeepcap,80,1571998170,159.83100000000002
Jumper's Jeepcap,82,1628430411,230.15664
Jumper's Jeepcap,110,1713734818,191.7972
Jumper's Jeepcap,77,1732194915,2077.8030000000003
Jumper's Jeepcap,46,1646445275,639.3240000000001
Capo's Capper,10,1630034156,83.11212
Capo's Capper,11,1726904036,41.55606
Capo's Capper,12,1528850984,17.58141
Capo's Capper,13,1626282995,111.88170000000001
Capo's Capper,14,1654329050,143.8479
Capo's Capper,15,1566234249,35.16282
Capo's Capper,16,1496522406,33.564510000000006
Capo's Capper,17,1548606214,63.9324
Capo's Capper,18,1464794783,27.171270000000003
Capo's Capper,19,1566241823,39.957750000000004
Capo's Capper,29,1711940935,33.564510000000006
Capo's Capper,30,1711809607,52.74423
Capo's Capper,31,1591263522,17.58141
Capo's Capper,32,1566332326,17.58141
Capo's Capper,33,1733139801,31.9662
Capo's Capper,35,1514215211,17.58141
Capo's Capper,36,1734971458,23.97465
Capo's Capper,34,1589245915,19.179720000000003
Capo's Capper,37,1589183206,62.33409
Capo's Capper,38,1574621831,127.8648
Capo's Capper,39,1521921060,31.9662
Capo's Capper,40,1721041538,159.83100000000002
Capo's Capper,43,1715810297,1917.9720000000002
Capo's Capper,44,1585124110,183.80565
Capo's Capper,58,1728177204,47.9493
Capo's Capper,59,1556046091,19.179720000000003
Capo's Capper,6,1440566978,23.97465
Capo's Capper,60,1724260290,31.9662
Capo's Capper,62,1615626067,31.9662
Capo's Capper,65,1520375944,23.97465
Capo's Capper,67,1499991927,41.55606
Capo's Capper,69,1560850210,78.31719000000001
Capo's Capper,7,1722005538,25.572960000000002
Capo's Capper,72,1687266564,311.67045
Capo's Capper,8,1594465418,25.572960000000002
Capo's Capper,9,1499182262,47.9493
Capo's Capper,61,1711940022,44.752680000000005
Capo's Capper,80,1552078197,127.8648
Capo's Capper,56,1571699169,14.38479
Capo's Capper,70,1594620375,105.48846
Capo's Capper,87,1714170276,207.7803
Capo's Capper,71,1551973610,79.91550000000001
Capo's Capper,88,1595525230,71.92395
Capo's Capper,85,1444361834,55.940850000000005
Capo's Capper,57,1704214157,31.9662
Capo's Capper,79,1685800340,1134.8001000000002
Capo's Capper,86,1455012850,47.9493
Capo's Capper,68,1728606592,111.88170000000001
Capo's Capper,47,1569273918,199.78875000000002
Capo's Capper,78,1517100491,119.87325000000001
Capo's Capper,82,1575443621,95.8986
Capo's Capper,89,1712738940,223.76340000000002
Capo's Capper,108,1540752416,67.12902000000001
Capo's Capper,63,1588950915,76.71888000000001
Capo's Capper,75,1580798554,135.85635000000002
Capo's Capper,64,1591826345,79.91550000000001
Capo's Capper,90,1714562798,575.3916
Capo's Capper,46,1597816626,287.6958
Cosa Nostra Cap,10,1535618924,95.8986
Cosa Nostra Cap,11,1499375913,38.359440000000006
Cosa Nostra Cap,12,1591945757,19.179720000000003
Cosa Nostra Cap,13,1711932099,479.49300000000005
Cosa Nostra Cap,14,1605345687,287.6958
Cosa Nostra Cap,15,1570301362,44.752680000000005
Cosa Nostra Cap,16,1527274133,52.74423
Cosa Nostra Cap,17,1711970445,399.57750000000004
Cosa Nostra Cap,18,1705001150,92.70198
Cosa Nostra Cap,19,1621067027,71.92395
Cosa Nostra Cap,29,1692479697,79.91550000000001
Cosa Nostra Cap,30,1730796518,76.71888000000001
Cosa Nostra Cap,31,1594550239,20.77803
Cosa Nostra Cap,32,1679220093,33.564510000000006
Cosa Nostra Cap,33,1512153056,23.97465
Cosa Nostra Cap,34,1689497283,22.376340000000003
Cosa Nostra Cap,35,1499632808,22.376340000000003
Cosa Nostra Cap,36,1546904760,19.179720000000003
Cosa Nostra Cap,37,1610750512,60.735780000000005
Cosa Nostra Cap,38,1561302498,239.74650000000003
Cosa Nostra Cap,39,1559912236,76.71888000000001
Cosa Nostra Cap,40,1721325531,239.74650000000003
Cosa Nostra Cap,44,1708121246,599.36625
Cosa Nostra Cap,45,1612899764,847.1043000000001
Cosa Nostra Cap,47,1726893215,1430.48745
Cosa Nostra Cap,56,1703871228,55.940850000000005
Cosa Nostra Cap,57,1712262472,49.547610000000006
Cosa Nostra Cap,58,1609435750,36.76113
Cosa Nostra Cap,59,1678464577,60.735780000000005
Cosa Nostra Cap,6,1726903898,47.9493
Cosa Nostra Cap,60,1679739582,27.171270000000003
Cosa Nostra Cap,61,1715852503,87.90705000000001
Cosa Nostra Cap,62,1712484742,123.06987000000001
Cosa Nostra Cap,64,1710335996,399.57750000000004
Cosa Nostra Cap,68,1673202033,94.30029
Cosa Nostra Cap,69,1707182402,343.63665000000003
Cosa Nostra Cap,7,1494476374,57.53916
Cosa Nostra Cap,70,1656747656,519.4507500000001
Cosa Nostra Cap,72,1632504801,287.6958
Cosa Nostra Cap,76,1726968621,2397.465
Cosa Nostra Cap,8,1630407526,95.8986
Cosa Nostra Cap,80,1475372013,191.7972
Cosa Nostra Cap,9,1711947229,319.66200000000003
Cosa Nostra Cap,85,1418226284,97.49691000000001
Cosa Nostra Cap,71,1620903464,255.7296
Cosa Nostra Cap,86,1423160911,92.70198
Cosa Nostra Cap,65,1707667683,83.11212
Cosa Nostra Cap,78,1554476087,215.77185000000003
Cosa Nostra Cap,77,1643317995,671.2902
Cosa Nostra Cap,73,1480522312,255.7296
Cosa Nostra Cap,90,1720608373,335.6451
Cosa Nostra Cap,87,1627981161,255.7296
Cosa Nostra Cap,67,1503252589,44.752680000000005
Cosa Nostra Cap,79,1587537863,671.2902
Cosa Nostra Cap,110,1597452389,110.28339000000001
Cosa Nostra Cap,66,1587668196,43.15437
Cosa Nostra Cap,88,1679819606,175.81410000000002
Cosa Nostra Cap,82,1714817041,799.1550000000001
Cosa Nostra Cap,63,1650757514,351.62820000000005
Cosa Nostra Cap,89,1727671575,463.5099
Cosa Nostra Cap,46,1706193050,919.0282500000001
Cosa Nostra Cap,83,1584494613,239.74650000000003
Copper's Hard Top,10,1711939819,73.52226
Copper's Hard Top,11,1534323562,17.58141
Copper's Hard Top,12,1493691133,14.38479
Copper's Hard Top,13,1722186821,99.09522000000001
Copper's Hard Top,14,1687005534,87.90705000000001
Copper's Hard Top,15,1534692968,14.38479
Copper's Hard Top,16,1690397254,25.572960000000002
Copper's Hard Top,17,1625540281,43.15437
Copper's Hard Top,18,1411997263,28.76958
Copper's Hard Top,19,1547137323,27.171270000000003
Copper's Hard Top,29,1690396886,15.9831
Copper's Hard Top,30,1600415866,14.38479
Copper's Hard Top,31,1659851258,13.585635000000002
Copper's Hard Top,32,1581758710,15.183945000000001
Copper's Hard Top,33,1711914538,15.9831
Copper's Hard Top,34,1623003609,11.188170000000001
Copper's Hard Top,35,1499084339,14.38479
Copper's Hard Top,36,1595376309,10.389015
Copper's Hard Top,37,1717315676,54.34254000000001
Copper's Hard Top,38,1411571013,94.30029
Copper's Hard Top,39,1486860377,20.77803
Copper's Hard Top,40,1674911650,49.547610000000006
Copper's Hard Top,43,1613141897,375.60285000000005
Copper's Hard Top,44,1537733923,65.53071
Copper's Hard Top,45,1569258246,111.88170000000001
Copper's Hard Top,57,1573663983,11.188170000000001
Copper's Hard Top,58,1627724875,19.179720000000003
Copper's Hard Top,59,1496280637,14.38479
Copper's Hard Top,6,1597979713,10.389015
Copper's Hard Top,60,1570155873,11.188170000000001
Copper's Hard Top,61,1597984641,17.58141
Copper's Hard Top,62,1711814310,23.97465
Copper's Hard Top,66,1464115252,36.76113
Copper's Hard Top,69,1538636189,89.50536000000001
Copper's Hard Top,7,1594474531,12.786480000000001
Copper's Hard Top,71,1649168717,367.6113
Copper's Hard Top,75,1636317130,326.05524
Copper's Hard Top,77,1398468590,54.34254000000001
Copper's Hard Top,8,1549133100,27.171270000000003
Copper's Hard Top,9,1671729393,54.34254000000001
Copper's Hard Top,56,1684369194,14.38479
Copper's Hard Top,72,1404099634,43.15437
Copper's Hard Top,65,1405039971,28.76958
Copper's Hard Top,73,1691527192,719.2395
Copper's Hard Top,63,1731431473,89.50536000000001
Copper's Hard Top,67,1429162546,17.58141
Copper's Hard Top,86,1582359537,47.9493
Copper's Hard Top,80,1714589784,727.2310500000001
Copper's Hard Top,90,1642358162,103.89015
Copper's Hard Top,70,1673823722,303.6789
Copper's Hard Top,88,1698256106,39.957750000000004
Copper's Hard Top,89,1679357171,111.88170000000001
Copper's Hard Top,82,1693498642,375.60285000000005
Copper's Hard Top,87,1640830286,111.88170000000001
Copper's Hard Top,47,1525013216,95.8986
Copper's Hard Top,68,1644051384,46.35099
Copper's Hard Top,78,1670410841,903.04515
Copper's Hard Top,107,1633585490,63.9324
Copper's Hard Top,74,1664898859,1037.30319
Copper's Hard Top,81,1653160862,1158.77475
Tam O' Shanter,10,1711823338,123.06987000000001
Tam O' Shanter,11,1691354531,30.367890000000003
Tam O' Shanter,12,1637508196,19.179720000000003
Tam O' Shanter,13,1719785674,223.76340000000002
Tam O' Shanter,14,1652024774,175.81410000000002
Tam O' Shanter,15,1447424816,27.171270000000003
Tam O' Shanter,16,1648284158,33.564510000000006
Tam O' Shanter,17,1606812788,103.89015
Tam O' Shanter,18,1708247793,36.76113
Tam O' Shanter,19,1708165809,54.34254000000001
Tam O' Shanter,29,1652823710,31.9662
Tam O' Shanter,30,1623864271,31.9662
Tam O' Shanter,31,1685824421,17.58141
Tam O' Shanter,32,1458544942,17.58141
Tam O' Shanter,33,1727335905,27.171270000000003
Tam O' Shanter,34,1703772938,17.58141
Tam O' Shanter,35,1647655630,19.179720000000003
Tam O' Shanter,36,1679119564,19.179720000000003
Tam O' Shanter,37,1483626347,30.367890000000003
Tam O' Shanter,38,1586083122,95.8986
Tam O' Shanter,39,1715918162,145.44621
Tam O' Shanter,40,1728335527,175.81410000000002
Tam O' Shanter,43,1728019143,1246.6818
Tam O' Shanter,44,1727419881,567.4000500000001
Tam O' Shanter,45,1673085393,607.3578
Tam O' Shanter,57,1693312365,25.572960000000002
Tam O' Shanter,58,1605712168,27.171270000000003
Tam O' Shanter,59,1711868766,22.376340000000003
Tam O' Shanter,6,1517765516,19.179720000000003
Tam O' Shanter,7,1661069927,17.58141
Tam O' Shanter,8,1713735210,63.9324
Tam O' Shanter,9,1495035924,65.53071
Tam O' Shanter,56,1711927814,22.376340000000003
Tam O' Shanter,61,1696947109,39.957750000000004
Tam O' Shanter,78,1654198798,998.94375
Tam O' Shanter,72,1725126824,311.67045
Tam O' Shanter,62,1715706349,60.735780000000005
Tam O' Shanter,65,1706536951,103.89015
Tam O' Shanter,60,1561241436,14.38479
Tam O' Shanter,68,1443830757,39.957750000000004
